Gene_Symbol	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110
Olfr681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr682-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr691	0.0631	0.0724	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr692	0	0	0	0	0	0	0	0	0.1018	0	0	0	0	0	0
Fam160a2	7.6914	8.1401	6.377	7.8057	8.3395	7.523	8.3934	7.4929	7.447	7.1927	7.9584	8.1925	6.2702	7.4306	8.1525
Gm5901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45885	0	0	0	0	0	0	0	0	0.0796	0	0	0.1014	0	0.0889	0
Cnga4	0	0	0.0572	0.0506	0.1113	0	0.0311	0	0.1721	0	0.1177	0	0.0756	0	0.1072
Gm4972	0.1171	0.5372	0.1216	0.2151	0.1182	0.1284	0.3306	0.1196	0.1828	0.1225	0.2499	0.3493	0.3211	0.2041	0.3035
Cckbr	0	0	0.2131	0	0.0518	0	0.029	0.0524	0.04	0.0537	0.1095	0	0.1055	0.0447	0.0997
Cavin3	50.7902	43.4701	46.5992	46.7354	41.2808	39.424	42.1041	58.2267	50.9565	55.3742	63.2668	54.5559	65.5453	75.2425	61.4832
Gm45667	0	0.128	0.1158	0.1025	0.2252	0	0	1.4821	0.1742	0.1167	0.2382	0.4438	0.153	0.389	0.4338
Smpd1	70.4774	71.6127	68.1188	67.6073	68.9626	72.9446	67.4817	81.4246	72.6685	77.9033	81.9922	80.4212	77.4488	81.2782	74.7869
Apbb1	74.069	62.4655	61.5636	58.0642	55.2325	55.258	53.1172	56.1611	62.6299	55.211	59.8311	54.8199	64.8667	54.7065	52.5583
Hpx	2.4484	1.3482	1.3222	1.6193	1.384	1.1814	2.1018	2.1019	1.9877	1.435	3.3453	1.8507	2.5523	2.3055	1.7137
Trim3	115.7675	104.2002	81.3835	83.9978	71.4807	68.4972	80.9512	77.7596	73.9172	55.115	78.4386	64.3286	84.7487	59.3341	64.4708
Gm45632	1.5551	1.2488	0.4845	0.6428	0.7849	0.8527	1.1857	0.6357	1.3961	0.4883	0.581	1.0054	0.6932	0.8813	0.8063
Arfip2	30.607	31.5379	27.9908	30.4254	29.5641	27.0615	28.8886	28.4033	28.3579	23.2564	30.721	30.7091	28.98	24.2834	27.3671
Timm10b	12.5822	10.8135	11.9173	10.8046	11.5005	9.2585	9.3975	12.7333	10.4938	10.5517	11.1558	10.3128	12.4796	9.6837	11.8997
Gm45799	0.3283	0.4184	0.4545	0.201	0.3313	0.52	0.3502	0.1864	0.1424	0.1909	0.2725	0.2902	0.4252	0.1908	0.3546
Gm22504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnhd1	0.5962	0.57	0.6914	0.8215	0.8325	0.6865	0.8026	0.6805	0.768	0.7696	0.891	0.8401	0.4839	0.5372	0.8115
Mrps36-ps2	1.4253	0	0	0	0.4796	0.521	0.2683	0	0.7418	0.9945	0	0.4725	0.6517	0	0.9237
Rrp8	14.6063	15.241	12.8118	13.4169	12.4944	14.1624	15.5429	14.6746	15.1706	15.5456	14.9747	16.0865	15.2803	15.6848	15.3226
Ilk	26.3223	25.6541	20.8905	25.8989	24.8952	27.9267	26.9521	23.9488	23.889	19.7653	24.5566	23.7851	28.1054	22.5301	23.7514
Taf10	31.5774	28.5089	35.5199	29.6531	31.1624	32.521	30.8384	33.7776	31.2501	31.4056	32.0659	31.2468	33.5162	32.9765	33.4376
Tpp1	86.935	81.8562	71.7407	83.4332	89.4436	87.6651	82.2207	96.0238	84.2194	97.4399	97.2886	110.3837	81.6712	105.4909	97.3923
Dchs1	13.1504	14.5064	9.6147	12.8238	10.1899	11.493	13.5259	14.227	13.5629	12.317	13.5551	14.2416	16.4157	13.6544	13.6277
Gm15645	0.058	0	0	0	0	0	0.0328	0	0.0453	0.0607	0	0	0.0796	0	0
Mrpl17	9.1114	9.8543	11.6673	10.7633	9.9568	10.3728	9.7902	9.2724	9.4634	10.4853	10.6531	11.9995	10.6174	10.1152	10.5966
Gm45912	0.8111	1.2406	0.5615	0.4967	0.2729	1.7789	0.3054	1.1052	0.4221	0.8489	0	0.5378	0.5562	0.2357	0.3504
9130208D14Rik	1.8721	2.2168	0.8989	2.2189	1.6052	2.0088	1.9554	2.0984	1.8857	2.3595	2.3206	2.1622	1.6014	1.8428	2.0482
Gm45684	0	0	0.1941	0	0	0	0	0.2865	0	0.0978	0.1995	0	0.0641	0	0
Gm4070	3.6405	3.8675	2.4985	3.1405	2.9557	3.7665	3.2092	3.0411	3.9415	3.5947	2.433	2.5975	2.095	2.3736	3.416
Gm20663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18852	0.286	0.4687	0.297	0.2627	0.165	0.3136	0.2769	0.167	0.2552	0.2566	0.0436	0.1219	0.1121	0.1069	0.2118
Gm27228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8979	0.0201	0.0231	0	0.0554	0	0	0.0455	0.0206	0.0471	0.0211	0	0.02	0	0.0175	0.013
Gm27149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gvin1	0.1467	0.1683	0.1016	0.1498	0.0823	0.1788	0.1565	0.1166	0.2673	0.2218	0.1392	0.0973	0.0335	0.0711	0.1796
Gm18853	0.0816	0	0.0424	0	0	0	0	0	0	0	0	0	0	0	0.0265
Gm27150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8989	0	0	0.021	0.0371	0.0204	0.0885	0.0114	0.0412	0.0315	0.0845	0.0215	0.0201	0	0.0352	0.0392
Gm4759	3.7023	4.5014	2.5785	6.7405	5.3258	6.0778	5.9473	4.6674	4.7245	6.2413	5.7031	3.7263	3.4969	3.2086	3.9081
Gm22372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8995	26.762	28.7742	16.4291	32.8918	29.3655	29.4776	33.0395	32.8612	27.8754	36.9379	31.2652	28.5419	23.5955	24.7625	34.4967
Gm1966	0.2214	0.0924	0.0836	0.5362	0.2438	0.287	0.4888	0.2057	0.2043	0.2739	0.2578	0.2002	0.0966	0.0527	0.0913
Olfr693	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319	0
Olfr694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr696-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr698	0	0	0	0.0335	0	0	0	0	0	0	0	0	0	0	0
Olfr699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930458B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309
Olfr702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr703	0	0	0	0	0	0	0	0	0.0597	0	0	0	0	0	0
Olfr704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1532-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr709-ps1	0	0	0	0	0	0	0	0	0	0	0.0309	0	0	0	0
Olfr710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr712-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr713	0	0	0	0	0	0	0	0.0474	0.0181	0.0243	0	0	0	0	0
Gm17991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr715b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp14	0	0	0	0	0	0	0	0	0	0	0.0443	0	0	0	0
Gm3765	0	0	0	0	0	0	0.0573	0	0	0	0	0	0	0	0
Rbmxl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Platr28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt9	0.8486	0.8042	0.4598	0.5423	0.5214	0.526	1.0002	0.6787	1.0656	0.7337	0.5907	0.9541	1.2145	0.6434	0.6695
Olfml1	18.6448	25.0864	18.0957	24.1691	18.6438	26.1787	26.4233	29.0276	29.3813	30.5462	32.4571	26.6023	25.2747	27.1946	26.9341
Gm44773	0.2636	0.6047	0.2737	0.2421	0	0.289	0.2977	0	0.6172	1.1034	0	0	0	0	0
Ppfibp2	12.7149	11.2985	10.2861	12.1267	12.2444	12.0517	12.0364	10.8762	10.3708	11.2979	12.1914	11.4284	11.2864	11.5225	11.0354
5330417H12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r2	0.8474	0.6683	0.715	0.827	0.5346	1.1035	0.8973	0.3248	0.7028	0.4434	0.5088	0.6321	0.4358	0.277	0.6178
Gm45040	0	0	0	0	0	0	0.1073	0	0	0	0	0	0	0	0
Ovch2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr468-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10156	0.3178	0.729	0.66	0.5838	0	0.3485	0.3589	0.9743	0.2481	0.3326	1.3568	0	0.6538	0.277	0.4119
Olfr472	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0
Olfr473	0	0	0	0	0	0	0.0358	0	0	0	0	0	0	0	0
Gm9449	0	0	0.1508	0.1334	0	0	0	0.1484	0.1134	0	0.155	0	0	0.1266	0
Olfr474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr477	0	0	0	0	0	0	0	0	0	0	0.0535	0	0	0	0
Gm6702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr482	0.1124	0.1289	0	0.1033	0.1135	0.1233	0.0635	0.0574	0	0	0	0.0559	0	0.049	0.1457
Gm44870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr489-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr496-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr499-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr500-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr501-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr504	0	0	0	0	0	0	0	0	0	0	0	0	0.2102	0	0
Gm18410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr505-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr509	0	0	0	0	0	0	0	0	0	0	0	0.0412	0	0	0
Olfr510	0	0	0	0	0	0	0	0	0	0	0	0.0467	0	0	0
Olfr511-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr515-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr519	0	0	0	0	0	0	0	0	0	0	0	0.1521	0	0	0
Nlrp10	1.3364	0.8974	0.9816	2.2156	0.987	2.6808	1.3806	1.8988	1.6284	2.0809	1.9484	1.8802	1.2294	1.3925	1.3097
Eif3f	163.5126	177.3211	183.9918	200.1074	191.8025	201.3065	184.3201	177.8004	180.7207	184.148	182.0734	173.9388	168.9731	175.5032	158.4973
Tub	0.4549	0.4415	0.4906	0.4982	0.6534	0.211	0.5237	0.6973	0.7512	0.5676	0.8964	1.1833	0.7679	1.022	0.6236
Gm26599	0	0	0	0	0	0	0.052	0.047	0	0	0	0	0	0	0
Ric3	3.0181	2.9507	2.7959	4.0955	2.6829	3.3097	4.0676	3.0494	3.5608	3.5176	3.5145	2.9506	2.9754	2.6613	3.034
Gm25450	0	0	0	0	0	0	0.7749	0	0	0	0	0	0	0	0
Lmo1	2.081	1.6277	2.4558	2.5198	0.9548	2.8007	2.5643	3.2869	2.3629	2.8709	3.433	4.8921	2.6597	4.8659	3.9848
Gm44781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213	0.1583
Gm45024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk33	6.3059	5.9647	5.2274	6.1989	5.4159	3.9428	6.4667	3.9572	5.1385	5.6733	4.7236	4.6763	4.3626	4.9192	7.3491
Gm9105	0	0	0	0.0965	0	0	0	0	0.082	0	0	0.1044	0.072	0.0916	0.0681
1700095J03Rik	0.8932	1.5835	1.3492	1.8646	1.1474	0.9795	1.5133	1.4937	2.0283	1.1047	1.4734	1.5344	1.2808	0.7079	1.5787
Trim66	0.087	0.0832	0.0903	0.2131	0.0585	0.1908	0.1883	0.1482	0.1585	0.1366	0.2786	0.1298	0.1889	0.0885	0.141
Rpl27a	273.9776	268.2758	324.0934	298.918	287.9259	304.7425	287.8574	281.8436	282.907	263.0867	268.5576	258.2802	276.853	281.0488	267.1522
Snora3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47284	0	1.4034	2.5409	3.3713	3.7046	2.6832	4.8365	0	0.955	6.4018	3.9176	2.4335	2.517	0	0.7929
Gm24888	9.0342	11.659	7.0364	8.2985	11.3987	11.1454	17.22	3.4624	10.5785	10.6368	6.0271	10.1084	10.068	5.9076	10.2463
St5	68.9	63.0431	57.2309	71.7497	68.565	68.9354	69.4442	50.3081	56.2018	58.1582	61.6663	58.3988	54.1302	47.6921	55.863
Gm44864	0	0	0	0	0	0	0.3284	0	0	0	0	0	0.1994	0.2535	0
Akip1	35.0984	30.1974	36.0989	37.7169	34.0651	40.2165	36.9764	36.6753	33.1946	38.9699	39.2665	38.824	38.1891	40.1155	36.9642
BC051019	18.4394	24.0002	20.5485	19.5436	17.6102	19.832	26.5956	26.8179	27.7366	25.7556	27.6317	23.7001	28.7936	21.0855	28.5433
Ascl3	0.2097	0	0.6534	0.3853	0	0	0.4738	0.643	0.6549	0.439	0.8955	1.0429	0.4315	0.5486	0.8155
Tmem9b	76.4828	73.6051	77.3705	81.0318	77.4223	80.2535	78.8111	83.5611	79.1671	82.5772	85.9455	80.298	83.6321	84.3296	82.8831
4930431P19Rik	1.3396	0.9106	1.4942	2.1419	1.7528	1.0337	1.5131	1.7747	1.5879	0.9866	1.0062	0.9375	0.9867	1.4275	1.0289
Nrip3	1.5369	1.3013	1.596	2.1176	1.7729	2.0465	2.4386	2.8795	2.6851	1.6084	2.4998	2.7295	2.0076	2.7437	1.6838
Gm22822	1.372	0	0	0	0	0	0.7749	0	0	0	1.4645	0	0	0	0
Scube2	70.7694	82.6025	48.0166	90.5284	53.3074	71.2106	73.9871	43.1717	58.1143	44.5057	47.3173	33.1536	48.9947	37.0769	51.2722
Dennd5a	106.4711	100.7889	82.4919	98.7488	93.4661	93.0462	93.4027	88.8419	99.6101	86.7106	89.7396	86.8957	100.0887	87.3571	93.8506
Tmem41b	18.3757	17.9249	15.6818	17.1549	17.7406	17.2998	16.9013	18.55	19.7311	17.4784	17.9603	18.3009	19.5463	20.1412	18.9576
Gm24842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600010M07Rik	0.8491	0.5844	2.2044	1.9498	1.1999	1.7691	1.2468	1.3884	1.1931	1.6884	1.3595	1.1823	1.6305	2.2209	1.5408
Gm23100	0	0	0	0	1.0509	0	0	0	0	0	0	1.0355	0	0	0
Ipo7	43.0599	42.2642	33.0056	31.4399	35.3044	36.0637	35.2608	37.2368	45.6699	35.4634	35.6934	36.839	43.4939	39.1703	40.4549
Gm25636	1.1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora23	0.7979	1.8305	1.6571	1.4658	2.416	0	2.7036	0	2.4913	1.67	1.7033	0.7935	3.8302	0.6956	0
AA474408	0.8793	0.7061	0.6392	0.9289	0.7101	0.8197	0.6704	0.9886	0.4805	0.4601	0.657	0.6122	0.6332	0.6133	0.4559
Zfp143	16.3071	14.2113	13.609	20.9785	18.4165	17.3743	15.3257	12.747	11.9403	15.2584	14.2582	12.7402	11.617	11.3889	13.4087
Gm45819	7.7972	6.5401	7.4008	14.4016	20.1414	21.6062	19.0823	12.6815	15.9695	20.0938	21.4788	19.5958	7.2448	24.0497	19.4527
Wee1	22.5855	20.4908	17.7026	25.7554	33.6327	35.2209	33.6834	31.3762	31.1054	37.5231	41.7087	32.9685	22.9395	39.3837	36.0096
Swap70	42.8804	38.3447	32.1685	45.5393	39.8757	41.5508	44.1817	48.3674	44.9053	46.8145	45.9463	49.3798	41.9771	48.1768	49.7597
Gm45515	1.6457	1.9665	1.7802	2.8973	2.2148	2.331	2.7882	2.1724	2.0875	2.1529	2.4154	3.2053	1.5048	2.0326	2.5775
Gm9132	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0	0
Sbf2	22.3342	21.155	16.6245	22.2121	18.7848	19.5696	22.4454	20.9885	23.117	19.4976	21.1266	20.2772	20.3227	20.3732	18.9092
Gm9064	0	0	0	0	0	0.2844	0	0	0.2025	0	0	0.258	0.1779	0	0
Gm17219	0	0	0	0	0	0	0	0	0	0	0.2643	0	0	0	0
Gm10087	0	0	0	0	0	0	0.5025	0.4547	0	0	0	0.4425	0	0	0.2883
Gm28863	0.3406	0.3907	0	0.3129	0	0	0	0	0.5318	0.3565	0	0	0	0	0
Adm	24.8455	26.6291	30.0393	20.5733	9.2443	10.8387	17.5655	26.7821	18.0501	15.3738	16.6482	19.9309	30.5959	25.6152	16.6899
Gm21123	0.0847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B430319F04Rik	1.2101	1.5774	1.428	1.5157	2.3874	2.0508	1.9571	1.4054	1.6316	1.727	1.2917	1.9147	0.9053	1.3907	1.818
Ampd3	22.5153	20.531	19.5888	24.7558	19.224	19.9985	24.4151	24.1838	22.7694	22.3897	26.1222	20.992	22.938	23.5203	23.1478
Rnf141	45.5777	41.2867	36.1296	43.7429	37.8137	45.4374	46.8901	38.7537	43.0742	35.9771	34.8641	32.7971	40.0664	30.5324	37.0948
Gm47282	1.372	1.5739	4.2745	5.0412	1.3849	0	3.8743	0	1.071	1.4359	0	0	0.9409	3.5887	5.3352
Lyve1	296.3779	283.3347	281.2008	221.6102	136.6594	254.638	240.354	135.1809	106.3166	48.793	51.8057	42.0172	129.5497	44.4196	60.5287
Mrvi1	6.9672	6.537	5.2255	7.822	5.8605	7.7582	7.5904	10.0434	8.4603	10.5324	8.9061	11.9768	8.2438	9.2056	10.4663
Gm16336	0	0	0	0	0	0	0	0	0	0.4043	0	0.3842	0	0	0
Ctr9	20.0757	19.388	17.3419	17.6823	18.9304	18.0107	17.4735	19.6171	19.1526	17.1888	17.982	19.1273	19.3432	19.1035	19.7544
Eif4g2	269.0334	267.8533	214.8726	232.6531	233.1485	241.5792	244.272	279.7482	298.6422	259.8444	263.7606	262.3175	288.7902	275.031	272.2184
Gm23262	0	4.0097	1.815	1.6054	1.7641	2.8748	1.9741	0	3.4107	0.9145	3.7311	4.3455	1.1986	0.7619	1.699
1700012D14Rik	1.2726	1.1354	0.6975	1.3313	1.4629	1.3568	1.118	0.6864	1.3521	1.1839	1.0565	1.3711	0.897	0.863	1.26
Gm45378	0	0.3106	0.1687	0	0.0547	0	0.0917	0.1107	0.1268	0.17	0.1156	0.0539	0.0743	0.0944	0.0702
5430402P08Rik	0.1284	0	0	0.118	0.1296	0	0.2176	0.2625	0.1003	0.1344	0.4113	0	0	0.224	0
Gm5338	0	0	0	0.211	0	0	0	0	0	0	0	0	0	0.2003	0
Galnt18	180.2149	175.7334	169.6262	165.6441	137.7671	147.2976	151.6226	148.9283	139.4343	129.9548	135.6493	126.3905	161.9097	116.8624	136.3799
Gm25787	1.5957	0	0	0	0	0	0	0	0	0	1.7033	0	0	0	0
Gm45588	0	0.2673	0	0	0	0	0	0	0.1819	0	0	0	0.1598	0	0
Gm23345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp47	32.1681	32.4696	26.9445	33.0976	32.9116	30.9573	31.4345	32.0795	35.6091	33.0519	33.8133	34.9765	32.4842	32.4482	30.9816
Dkk3	98.5553	90.1955	69.4428	81.1354	60.879	84.5926	83.1332	118.9473	118.7969	102.2302	96.4307	114.104	105.1165	101.6278	107.5509
Mical2	53.2379	49.7617	42.8759	47.8012	50.7504	45.3456	46.1593	41.465	46.7164	38.2572	41.7428	44.2342	46.6664	40.8122	43.4143
AC132392.1	1.0191	0.8614	0.6684	0.8869	0.9204	0.7058	0.727	1.1512	0.7118	0.6175	0.9161	0.4268	0.5886	0.7015	0.7995
Micalcl	0.6293	0.8663	0.6971	0.6166	0.5506	0.5061	0.853	0.3002	0.5568	0.9221	0.7166	0.5842	0.6043	0.9511	0.8158
Parva	84.6985	79.1555	71.7927	82.4746	81.0433	82.9753	83.6212	79.9145	86.0209	85.5268	85.6273	83.6785	83.7599	82.3278	78.3862
Parvaos	0.2285	0.5242	0	0.4198	0.4613	0.2506	0.4517	0.5838	0.2675	0.3587	0.2439	0.4545	0.3918	0.3984	0.3702
2310014F06Rik	2.9257	1.3784	2.2787	2.7354	1.7402	2.1771	2.1834	1.9222	1.9168	1.9684	2.2307	2.0265	1.2899	1.5943	2.3363
Gm24154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45473	0	0.5468	0.2475	0	0.2406	0	0	0	0.186	0	0	0	0	0	0
Tead1	70.2331	64.3353	42.4002	69.8303	61.1187	67.2787	75.121	66.7033	81.8671	64.8651	74.2649	67.3452	66.2176	65.3379	66.5941
Gm44462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9922	0
Rassf10	5.2491	4.8653	4.1428	3.5873	4.281	5.526	5.7393	4.7208	6.2611	5.0101	3.5859	3.9677	6.5373	4.0274	5.9329
Gm5599	0.1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33586	0	0.1888	0	0	0.3322	0	0.1859	0.1682	0	0	0.3514	0.1637	0	0.287	0
4930543E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arntl	15.9627	14.1926	9.0384	5.503	3.0334	2.2042	3.141	4.4873	4.9661	1.6747	2.7704	1.7856	8.003	2.365	2.1753
Gm45355	0	0	0	0.4556	0	0	0.2801	0	0	0	0	0.4933	0	0	0
Btbd10	10.0216	10.1028	9.1195	9.8564	8.4552	8.3534	10.162	12.5698	11.8729	10.2234	9.4818	10.2944	11.9234	10.6793	11.4318
Gm15994	0	0	0.3792	0.3355	0	0.4005	0.2062	0.3732	0.2851	0.7644	0	0	0.7513	1.2736	0
