Gene,S4,S5,S6,S7,S8,S9,S11,S13,S14,SYMBOL
ENSMUSG00000069601,10.3356,11.4958,8.7375,9.5387,9.628,8.6487,7.6729,7.5443,8.1201,Ank3
ENSMUSG00000048701,39.7537,35.6862,29.1303,31.7011,34.4639,31.9458,32.2295,35.1531,36.0404,Ccdc6
ENSMUSG00000019933,0.2488,0.4282,0.646,0.5714,0.3767,1.0915,0.0703,0.1271,0.3885,Mrln
ENSMUSG00000037762,62.8355,59.9811,58.7522,81.4892,47.6836,64.2044,63.1316,52.3514,45.6447,Slc16a9
ENSMUSG00000089835,0,0,0,0,0,0,0,0,0,Gm7097
ENSMUSG00000052426,0,0.1282,0,0.0513,0.0564,0.2451,0.0947,0,0.0436,Gm9877
ENSMUSG00000043259,10.1763,10.2385,8.0126,14.9409,10.5244,12.3944,13.6615,13.0002,14.2925,Fam13c
ENSMUSG00000087774,0,0,0,0,0,0,0,0,0,Gm22320
ENSMUSG00000037747,0.1056,0.1557,0.0783,0.1247,0.0914,0.1158,0.1108,0.2158,0.2237,Phyhipl
ENSMUSG00000047692,0,0.2675,0,0.1071,0.2354,0.2557,0,0.1192,0.3641,4930533K18Rik
ENSMUSG00000094703,0,0,0,0,0,0,0,0,0,Gm24486
ENSMUSG00000014329,30.5804,30.1918,25.6109,33.2551,36.2243,37.2346,33.6837,36.7779,38.426,Bicc1
ENSMUSG00000090212,0,0,0,0,0,0,0,0,0,Gm15647
ENSMUSG00000003923,16.4073,14.3439,14.8059,18.839,18.2641,17.4121,16.3842,15.1793,16.5781,Tfam
ENSMUSG00000019927,20.3869,19.8808,18.6952,20.948,17.188,20.3309,21.5481,20.4578,21.3418,Ube2d1
ENSMUSG00000093732,0,0,0,0,0,0.1054,0,0,0,Gm20609
ENSMUSG00000037710,75.5698,91.1954,78.0565,67.7987,71.9043,80.7918,74.1916,80.2772,86.7961,Cisd1
ENSMUSG00000060733,30.4664,31.0795,27.2758,30.0577,28.7675,34.3859,31.9698,30.502,30.181,Ipmk
ENSMUSG00000077142,0,0,0,0,0,0,0,0,0,Gm22937
ENSMUSG00000043859,0,0,0,0,0,0,0,0,0,1700049L16Rik
ENSMUSG00000053830,0.8392,1.0269,0.6972,0.7195,0.7341,0.6749,0.5056,0.4002,1.0045,Gm9923
ENSMUSG00000077642,0,0,0,0,0,0,0,0,0,Gm24984
ENSMUSG00000019923,37.6451,37.5254,33.4895,36.5259,36.628,34.7104,36.2011,41.8231,40.0869,Zwint
ENSMUSG00000052613,0.0247,0.0142,0.0064,0.034,0.0312,0.0609,0.0349,0.0316,0.0964,Pcdh15
ENSMUSG00000102584,0,0,0,0,0,0,0,0,0,Gm37438
ENSMUSG00000085456,0,0,0,0,0,0,0,0,0,Gm15398
ENSMUSG00000091825,0.2739,0,0.1422,0.1258,0,0.3004,0.0773,0,0.3207,Gm5778
ENSMUSG00000085176,0,0,0,0,0,0,0,0,0,Gm15397
ENSMUSG00000093548,0.2674,0,0.2777,0.4913,0,0,0,0.2733,0,Gm6407
ENSMUSG00000072407,0.3398,0.7797,0.3529,0,1.029,0,0.3838,0,0.5306,Gm6419
ENSMUSG00000009070,2.0471,1.8451,2.9357,2.731,2.8535,2.7259,3.028,2.5903,3.2721,Rsph14
ENSMUSG00000040009,3.9425,4.849,4.6007,3.5094,3.7743,3.3428,3.8334,6.4384,5.4572,Gnaz
ENSMUSG00000020175,3.471,4.0636,3.9009,4.0619,4.4395,4.8492,5.4916,3.3773,4.3613,Rab36
ENSMUSG00000009681,61.1747,60.8764,50.0958,55.4917,63.7887,55.3132,52.0525,53.1562,55.1878,Bcr
ENSMUSG00000033444,123.4619,116.7909,82.088,121.5102,107.1064,114.4549,118.341,113.2118,120.222,Specc1l
ENSMUSG00000020178,11.2972,13.3584,10.3483,16.2311,9.5904,8.7674,9.685,9.651,8.638,Adora2a
ENSMUSG00000033416,9.1418,8.1885,8.4347,9.7285,9.661,9.4365,9.2651,8.0448,8.896,Gucd1
ENSMUSG00000033427,0.1557,0.2297,0.0924,0.2861,0.1796,0.2684,0.3392,0.1364,0.2084,Upb1
ENSMUSG00000084622,0,0,0,0,0,0,0,0,0,Gm25545
ENSMUSG00000020180,35.4403,36.7811,38.8466,35.0283,34.9961,36.7079,32.2325,34.3849,32.271,Snrpd3
ENSMUSG00000046807,2.0421,2.2694,1.5905,2.6085,1.868,2.3443,2.3426,2.6087,3.9852,Lrrc75b
ENSMUSG00000006345,2.0659,2.4192,2.1454,3.5581,2.7803,3.3038,2.9898,3.4309,2.6878,Ggt1
ENSMUSG00000006344,4.7737,5.9028,7.6614,6.492,8.5418,5.2689,5.4971,7.7932,6.0736,Ggt5
ENSMUSG00000055872,0.2879,0.3302,0.5979,0.2644,0.5811,0,0.3251,0.2942,0.4494,Gm9985
ENSMUSG00000089124,0,0,0,0,0,1.4247,1.4675,1.3277,0,Gm26402
ENSMUSG00000006342,13.8462,11.3824,10.5385,11.1858,15.3418,14.1948,13.2963,17.8844,14.7872,Susd2
ENSMUSG00000020196,30.66,31.6725,24.7895,31.6339,35.0793,28.4429,31.5418,26.95,28.7577,Cabin1
ENSMUSG00000001666,68.75,69.4984,73.1712,69.7806,70.3534,69.1443,70.5763,67.7391,69.0865,Ddt
ENSMUSG00000092360,0,0,0,0,0,0.2129,0.1097,0,0,Gm20441
ENSMUSG00000001665,34.9272,34.1689,33.4278,36.9082,39.5418,28.7416,28.9731,26.4432,28.8355,Gstt3
ENSMUSG00000001663,161.3135,158.0483,153.7534,139.3519,165.2512,148.241,137.7691,137.5651,143.6256,Gstt1
ENSMUSG00000009093,0.1484,0,0,0,0.1498,0,0,0,0,Gstt4
ENSMUSG00000033318,30.1113,25.5686,40.6179,41.538,47.2671,32.3154,36.2509,31.8688,30.3649,Gstt2
ENSMUSG00000033307,148.9258,138.9218,162.0881,147.265,170.9187,150.5281,142.0263,160.3266,151.2147,Mif
ENSMUSG00000009092,5.6041,7.059,5.1351,3.6337,4.8803,5.1815,8.0056,16.9576,10.465,Derl3
ENSMUSG00000000902,21.6969,20.8971,20.3211,18.6037,19.1349,17.2155,18.1087,19.2984,18.6135,Smarcb1
ENSMUSG00000000901,43.0372,40.2033,31.5345,43.3075,38.2556,39.7466,36.2978,37.3922,38.5418,Mmp11
ENSMUSG00000049422,281.5733,266.1535,256.854,250.3144,272.5368,300.0336,264.4501,239.0339,288.1488,Chchd10
ENSMUSG00000050157,23.9266,24.6889,25.8464,33.2434,31.0687,27.0294,41.0142,31.2113,37.4493,Gm867
ENSMUSG00000000903,52.2964,43.9156,47.21,57.2999,69.6926,68.4065,75.479,51.0015,60.9691,Vpreb3
ENSMUSG00000082234,1.8678,1.7141,0,1.3725,1.1312,1.6386,0.211,1.5271,0.2916,Gm16221
ENSMUSG00000033255,0.0939,0.1077,0.1462,0.2587,0.0947,0.2059,0.2651,0.4797,0.0366,Gm5134
ENSMUSG00000082619,0,0,0,0,0,0,0,0,0,Gm16219
ENSMUSG00000085662,0,0,0,0,0,0,0,0,0,Gm16220
ENSMUSG00000098817,0,0,0,0,0,0,0,0,0,Mir6409
ENSMUSG00000049764,12.5578,11.1678,9.1827,12.62,11.8035,10.7389,11.8258,13.0402,12.7034,Zfp280b
ENSMUSG00000020226,0,0,0,0.0421,0.0463,0.0503,0,0,0.0358,Slc5a4b
ENSMUSG00000086798,0,0,0,0,0.1142,0.124,0,0,0,Gm16222
ENSMUSG00000020229,0,0,0,0,0,0,0,0,0,Slc5a4a
ENSMUSG00000020230,71.9474,69.6534,73.2769,62.9474,69.8237,62.9871,64.5647,67.9102,71.0617,Prmt2
ENSMUSG00000076068,0,0,0,0,0,0,0,0,0,Mir678
ENSMUSG00000033208,1.385,2.8371,1.2328,1.1813,1.398,3.6884,2.3465,4.3474,4.6334,S100b
ENSMUSG00000020231,20.9442,22.5501,15.8488,22.4232,22.4935,20.1849,21.8808,22.7199,22.5713,Dip2a
ENSMUSG00000089711,0.2391,0,0.9932,0.4393,0.724,0.7866,0.6752,0.2444,0.3733,Gm16240
ENSMUSG00000001151,40.9762,38.7004,33.3548,45.9455,53.3801,48.2293,45.8316,39.2957,43.4111,Pcnt
ENSMUSG00000101695,0,0,0,0,0,0,0,0,0.2265,1700094J05Rik
ENSMUSG00000009114,57.6891,54.2265,53.2927,51.9631,60.3161,58.8249,56.6518,48.8385,55.5191,2610028H24Rik
ENSMUSG00000033126,7.2753,6.8928,6.8133,6.4442,8.032,6.1261,7.1355,5.6761,6.9977,Ybey
ENSMUSG00000001150,22.7731,22.1923,18.8719,23.1795,23.7762,21.5426,23.5014,18.7603,21.6021,Mcm3ap
ENSMUSG00000033105,8.9142,10.1479,11.1371,9.4759,11.8827,9.6412,9.969,10.5429,10.369,Lss
ENSMUSG00000086241,0.4747,0.2723,0,0.5451,0.4792,0.3904,0.1341,0,0.1853,4930483K19Rik
ENSMUSG00000009115,0.2204,0.5057,0.4578,0,0.2225,0.1209,0.1245,0.1126,0,Spatc1l
ENSMUSG00000085468,0.4588,0,0,0,0.4631,0,0,0,0.7163,Gm15343
ENSMUSG00000001155,0.23,0.211,0.1433,0.3802,0.2785,0.4539,0.2597,0.235,0.1436,Ftcd
ENSMUSG00000020241,80.209,76.6799,57.2764,72.3978,60.245,70.7108,67.7648,67.6655,71.147,Col6a2
ENSMUSG00000001119,179.1501,187.364,149.0452,183.3727,157.4529,177.1619,180.9089,195.32,177.2645,Col6a1
ENSMUSG00000001120,25.2768,23.8861,22.1433,24.092,19.6533,21.1872,22.756,19.3875,24.6549,Pcbp3
ENSMUSG00000102522,0,0,0,0,0,0,0,0,0,Gm37782
ENSMUSG00000074919,0,0,0,0,0,0,0,0,0,Gm10787
ENSMUSG00000001436,3.9515,3.2275,3.5127,4.2976,3.478,4.0559,4.0706,3.6507,3.9237,Slc19a1
ENSMUSG00000001435,44.0355,45.3583,42.9292,56.1607,63.697,42.1448,43.4808,64.7069,65.029,Col18a1
ENSMUSG00000078444,0.8294,0.7136,0.646,0.7619,0.6279,0.9095,0.4684,1.9072,0.8093,Gm10941
ENSMUSG00000020260,81.772,83.1797,79.7665,80.3393,79.6008,75.525,83.6957,87.6277,85.5243,Pofut2
ENSMUSG00000020262,25.032,27.9834,18.8001,24.477,19.7192,22.3517,27.9582,33.2229,29.4635,Adarb1
ENSMUSG00000032977,25.5262,26.8538,27.6394,27.2258,24.8498,27.7934,26.6463,28.0041,29.1813,Fam207a
ENSMUSG00000097811,0,0,0.1648,0.1458,0.3204,0,0.0896,0.2433,0.1239,2810425M01Rik
ENSMUSG00000000290,128.7678,124.3199,128.2292,128.7093,155.7087,151.4419,159.0306,268.5593,156.0925,Itgb2
ENSMUSG00000009291,196.9838,191.6101,178.2217,176.5737,169.766,180.2086,179.326,184.5443,187.0537,Pttg1ip
ENSMUSG00000020265,77.4702,76.6774,77.583,73.5935,68.9791,71.1956,66.1165,69.3708,70.3298,Sumo3
ENSMUSG00000009293,109.6062,110.9099,103.3517,85.1486,81.4976,96.3553,85.7077,103.6855,101.2124,Ube2g2
ENSMUSG00000089424,0,0,0,0,0,0,0,0,0,Mir1930
ENSMUSG00000069581,0.0501,0.0574,0.052,0.2299,0.101,0.0549,0.0283,0,0.1172,Tspear
ENSMUSG00000095970,0,0,0,0,0,0,0,0,0,Gm19402
ENSMUSG00000069584,0,0,0,0,0,0,0,0,0,Gm10272
ENSMUSG00000094012,0,0,0,0,0,0,0,0,0,Gm10024
ENSMUSG00000094146,0,0,0,0,0,0,0,0,0,Gm10142
ENSMUSG00000069583,0,0,0,0,0,0,0,0,0,Krtap12-1
ENSMUSG00000096421,0,0,0,0,0,0,0,0,0,Gm10100
ENSMUSG00000094120,0,0,0,0,0,0,0,0,0,Gm3233
ENSMUSG00000095817,0,0,0,0,0,0,0,0,0,Gm3238
ENSMUSG00000095593,0,0,0,0,0,0,0.1196,0,0,Gm7138
ENSMUSG00000096481,0,0,0,0,0,0,0,0,0,Gm3250
ENSMUSG00000095721,0,0,0,0,0,0,0,0,0,Gm7137
ENSMUSG00000096380,0,0,0,0,0,0,0,0,0,Gm19668
ENSMUSG00000094913,0,0,0,0,0,0,0,0,0,Gm9507
ENSMUSG00000096131,0,0,0,0,0,0,0,0,0,Gm9639
ENSMUSG00000069582,0,0,0,0,0,0,0,0,0,Krtap10-4
ENSMUSG00000071195,0,0,0,0,0,0,0,0,0,Gm10318
ENSMUSG00000096573,0.1073,0.3693,0.1114,0.5915,0.1083,0.4707,0.303,1.0967,0.3351,1700009J07Rik
ENSMUSG00000051652,1.2986,1.2152,0.6033,1.6951,1.5177,1.2741,1.6019,1.5716,1.4672,Lrrc3
ENSMUSG00000009292,0.8458,0.861,1.4599,1.5539,1.1784,1.5024,2.7384,1.0105,0.9114,Trpm2
ENSMUSG00000093784,0,0,0,0,0,0,0,0,0,Gm22394
ENSMUSG00000093443,0,0,0,0,0,0,0,0,0,Gm22871
ENSMUSG00000020284,4.5413,4.8538,4.486,5.7587,5.3889,5.5388,5.5925,5.2978,4.5999,1810043G02Rik
ENSMUSG00000020277,51.7411,55.9829,52.3104,53.0813,62.3414,51.2089,47.8413,45.5739,46.3095,Pfkl
ENSMUSG00000000731,0.0384,0,0,0.0353,0.1162,0.0421,0.065,0.0392,0.0899,Aire
ENSMUSG00000000730,0.0983,0.3945,0.4082,0.2257,0.3471,0.5388,0.5272,0.4519,0.652,Dnmt3l
ENSMUSG00000000732,32.8129,30.4308,23.0676,32.2938,33.9272,32.2446,36.251,28.8529,33.2242,Icosl
ENSMUSG00000053329,81.858,84.0189,95.9703,90.0326,78.3859,93.4282,87.5341,80.7967,86.1816,D10Jhu81e
ENSMUSG00000032834,13.8425,13.5301,12.7211,13.4119,14.2786,12.3102,13.0867,13.4105,13.3222,Pwp2
ENSMUSG00000000374,47.7817,46.706,37.5403,46.3216,44.3845,48.5711,48.1896,48.3573,52.1015,Trappc10
ENSMUSG00000001211,58.1837,61.7224,56.6606,62.5401,56.5196,52.6291,57.5355,58.2756,60.8319,Agpat3
ENSMUSG00000098885,0,0,0,0,0,0,0,0,0,Mir7659
ENSMUSG00000084496,0,0,0,0,0,0,0,0,0,Gm22514
ENSMUSG00000064317,0.6554,2.6314,1.0209,0.903,1.9846,1.0781,1.6656,1.6745,1.279,Gm10146
ENSMUSG00000061032,201.0539,202.9624,226.7864,227.7289,219.9869,220.4786,211.1589,215.1154,207.4566,Rrp1
ENSMUSG00000098376,0,0,2.1473,0,4.1742,0,5.8388,0,1.6141,Mir6907
ENSMUSG00000005054,171.0693,192.025,246.6281,194.5096,272.6172,199.6915,201.9486,347.6612,220.0176,Cstb
ENSMUSG00000098932,0,0,0,0,0,0,0,0,0,Mir6410
ENSMUSG00000032788,33.8078,35.6274,26.6293,35.4234,40.2847,41.347,39.3682,43.6578,40.7946,Pdxk
ENSMUSG00000098279,0,2.6732,0,0,0,0,1.316,0,0,Mir6908
ENSMUSG00000055704,0.1346,0.0515,0.1397,0.206,0.0453,0.0492,0.0507,0.1375,0.035,Gm9978
ENSMUSG00000107822,0.0429,0,0.0446,0,0,0,0,0,0.1005,Olfr1358
ENSMUSG00000099247,0,0,0,0,0,0,0,0,0,Gm27541
ENSMUSG00000032763,30.4346,28.3216,29.5733,31.7262,30.019,33.4443,34.1629,34.7179,34.5527,Ilvbl
ENSMUSG00000032714,68.7594,71.9629,58.8867,66.6872,59.7599,68.8416,67.9074,64.2031,59.1824,Syde1
ENSMUSG00000104370,0,0,0,0,0,0,0,0,0,Gm37514
ENSMUSG00000071185,0,0,0,0,0,0,0,0,0,Olfr1357
ENSMUSG00000005355,0,0,0,0,0,3.4562,0,0,0,Casp14
ENSMUSG00000078442,0,0,0.0887,0,0,0,0.0483,0,0.0667,Ccdc105
ENSMUSG00000109776,0,0,0,0,0,0,0,0.0513,0.0392,Gm30400
ENSMUSG00000005357,0.8433,0.4031,0.3649,0.4519,0.6384,0.6936,0.4763,0.7182,0.768,Slc1a6
ENSMUSG00000051190,0,0,0,0,0,0,0,0,0,Olfr1356
ENSMUSG00000062873,0,0,0,0,0,0,0,0,0,Olfr1355
ENSMUSG00000094673,0,0,0,0,0,0,0,0,0,Olfr1354
ENSMUSG00000094080,0,0,0,0,0,0,0,0,0,Olfr8
ENSMUSG00000042774,0,0,0,0,0,0,0,0,0,Olfr1353
ENSMUSG00000046493,0,0,0,0,0,0,0,0,0,Olfr1352
ENSMUSG00000063216,0,0,0,0,0,0,0,0,0.046,Olfr1351
ENSMUSG00000060205,0,0,0,0,0,0,0,0,0,Olfr57
ENSMUSG00000060301,14.6146,14.2962,12.9781,17.4742,14.8218,16.7499,17.4292,16.4617,16.9096,2610008E11Rik
ENSMUSG00000091888,0,0,0,0,0,0,0,0,0,Vmn2r80
ENSMUSG00000055515,0,0,0,0,0,0,0,0,0,Vmn2r81
ENSMUSG00000091468,0,0,0,0,0,0,0,0,0,Vmn2r82
ENSMUSG00000091381,0.0562,0.0645,0,0,0,0,0,0,0,Vmn2r83
ENSMUSG00000052151,35.4297,35.3197,48.3782,38.3649,54.589,33.7638,33.618,37.7597,33.0217,Plpp2
ENSMUSG00000098414,0,0,0,2.175,4.7801,0,1.3373,0,0,Mir6909
ENSMUSG00000042570,10.0874,11.2347,10.2383,11.2451,12.0273,9.63,11.56,10.4094,8.9703,Mier2
ENSMUSG00000020317,0,0,0,0,0,0,0,0,0.1465,Theg
ENSMUSG00000045912,0.0217,0.0249,0,0,0,0.0238,0.0491,0.0667,0.034,C2cd4c
ENSMUSG00000020312,1.6969,1.4295,1.1289,1.0229,1.1508,1.3956,1.9316,2.4387,2.0076,Shc2
ENSMUSG00000035963,0,0,0,0,0,0,0,0,0,Odf3l2
ENSMUSG00000020310,0.1034,0,0.1074,0,0.2087,0,0.0584,0.2113,0.0807,Madcam1
ENSMUSG00000020308,51.6021,48.0293,58.0193,53.279,55.4509,61.1204,51.6594,47.9677,50.1702,Tpgs1
ENSMUSG00000020307,77.4744,86.4728,82.3892,78.3247,79.4928,84.4493,81.0715,93.0885,88.9016,Cdc34
ENSMUSG00000054206,1.9946,2.7458,1.45,2.107,2.114,3.7185,3.3232,3.0578,2.4913,Gzmm
ENSMUSG00000065220,0,0,0,0,0,0,0.7749,0,0,Gm25794
ENSMUSG00000023175,759.0365,755.4243,860.0253,786.2837,848.3356,745.6635,730.1566,837.4354,814.7122,Bsg
ENSMUSG00000020331,1.6542,2.6355,1.9564,2.3214,2.5045,2.8217,2.5172,3.8507,2.4749,Hcn2
ENSMUSG00000020329,13.5055,12.8328,11.1942,12.3194,12.715,13.1266,13.6622,11.5929,12.9399,Polrmt
ENSMUSG00000020327,0,0.3444,0.6235,0.2758,0,0.9877,0,0,0.4687,Fgf22
ENSMUSG00000035890,58.579,61.2394,59.1594,56.853,59.4902,62.4706,55.7968,55.3822,55.0278,Rnf126
ENSMUSG00000020325,24.1374,17.7707,19.0181,18.0353,16.6062,15.671,17.057,17.4274,17.2018,Fstl3
ENSMUSG00000020323,0.1033,0.1777,0.2145,0.1423,0.3127,0.2831,0.175,0.1055,0.0403,Prss57
ENSMUSG00000035863,29.5162,32.5255,26.3391,31.1821,27.7249,29.3315,27.8351,33.1085,27.0615,Palm
ENSMUSG00000035852,8.6773,6.9747,7.8466,8.0791,9.0566,7.6384,7.1343,8.2046,8.2483,Misp
ENSMUSG00000091994,2.2482,1.96,2.1479,3.965,3.8124,3.1557,2.9965,2.9869,2.3868,E130317F20Rik
ENSMUSG00000006498,139.4036,127.1235,119.7779,138.521,132.802,128.7916,128.0399,127.3401,126.7617,Ptbp1
ENSMUSG00000035835,7.9518,7.7305,7.2782,8.4495,7.8224,7.7964,10.0475,7.4036,7.6278,Plppr3
ENSMUSG00000098562,0,0,0,0,4.4904,2.4392,0,0,1.7364,Mir6910
ENSMUSG00000090860,0,0,0,0,0,0,0,0,0,Gm17134
ENSMUSG00000057729,1.8647,1.3613,2.3766,2.8808,2.2245,2.6956,2.2978,1.7325,1.6542,Prtn3
ENSMUSG00000020125,0,0,0,0.1466,0,0.175,0.0901,0,0.2491,Elane
ENSMUSG00000061780,144.5791,58.0216,106.5378,150.1915,53.3009,149.8266,134.562,143.5333,244.9694,Cfd
ENSMUSG00000013833,22.8882,22.7891,20.6305,27.1553,26.3761,27.3437,25.1596,26.191,24.2571,Med16
ENSMUSG00000095023,0,0,0,0,0,0,0,0,0,Gm24019
ENSMUSG00000035781,123.8989,118.5162,119.5862,121.4867,141.5433,125.0066,120.1489,124.8054,120.702,R3hdm4
ENSMUSG00000097854,3.0906,0.5909,1.0699,2.839,1.5598,2.2595,1.1637,0,0.4021,Gm26602
ENSMUSG00000035773,7.1477,7.6138,5.8322,8.1857,8.1986,6.0059,6.2911,4.7435,5.1811,Kiss1r
ENSMUSG00000019564,9.0797,8.7505,8.1957,8.9464,7.7795,7.9597,9.0335,9.8189,8.2005,Arid3a
ENSMUSG00000035754,29.3214,25.1986,25.4438,24.8794,25.0316,21.745,23.5485,26.1571,25.6435,Wdr18
ENSMUSG00000035745,0.6681,0.2555,0.37,0.3273,0.6294,0.3419,0.2012,0.5007,0.2086,Grin3b
ENSMUSG00000013858,73.5761,73.7126,75.5579,80.338,75.4421,77.094,79.4616,76.353,73.189,Tmem259
ENSMUSG00000095615,2.744,0,0,0,0,0,0.7749,1.4022,0,Gm26243
ENSMUSG00000004665,412.3097,391.5155,424.6467,407.5678,418.2858,436.8312,418.2627,417.1104,400.2166,Cnn2
ENSMUSG00000035722,29.2872,28.808,24.1826,29.5586,31.2299,27.8966,29.4094,24.954,24.984,Abca7
ENSMUSG00000035697,75.8945,62.0531,55.6306,83.657,74.1577,74.419,80.6522,61.2806,55.9439,Arhgap45
ENSMUSG00000004667,59.4371,61.2452,74.2868,65.7588,72.3155,68.6165,62.6646,65.6334,58.502,Polr2e
ENSMUSG00000075706,307.0661,293.3472,347.4484,298.6433,306.4226,312.3607,323.9976,338.0146,330.5067,Gpx4
ENSMUSG00000035673,63.2095,55.7776,52.5861,56.148,63.2766,50.921,54.5091,69.7822,61.2179,Sbno2
ENSMUSG00000003068,91.1927,88.5799,89.876,93.2179,89.3628,85.3455,87.1109,84.8453,76.6422,Stk11
ENSMUSG00000035640,14.2222,14.0902,15.0137,12.9021,16.9064,11.8583,13.4755,12.0425,13.4419,Cbarp
ENSMUSG00000003072,143.9124,142.1165,166.3735,151.5674,158.4821,160.3215,147.8466,147.2338,148.0058,Atp5d
ENSMUSG00000035621,97.1775,91.9267,94.6879,96.1521,98.0203,101.894,107.2819,95.9362,90.6799,Midn
ENSMUSG00000045193,49.7246,45.7885,66.1581,120.6616,75.6849,91.0666,95.5197,64.3009,56.7281,Cirbp
ENSMUSG00000035595,24.6842,23.3487,21.137,16.9061,21.8559,20.8954,15.8974,19.6949,20.6213,1600002K03Rik
ENSMUSG00000003070,5.9246,6.6383,5.4372,4.9992,6.7451,6.3459,6.1473,4.9988,5.5391,Efna2
ENSMUSG00000020156,13.6873,13.2633,12.007,15.1628,14.7025,13.285,14.7081,11.2226,11.6249,Mum1
ENSMUSG00000020153,92.4586,87.7332,98.6795,91.4443,89.0996,95.3942,83.635,78.2489,77.5788,Ndufs7
ENSMUSG00000020150,14.8433,16.7942,20.6935,15.7824,16.1113,20.6254,16.6511,15.6893,15.4758,Gamt
ENSMUSG00000069565,78.2898,80.0855,78.0925,88.5417,78.8732,78.0886,74.4059,68.4944,67.7716,Dazap1
ENSMUSG00000098672,2.1276,0,0,5.8631,2.1476,0,1.2016,0,0,Mir6911
ENSMUSG00000087672,12.3927,10.5711,8.9098,8.1728,12.509,9.4085,11.1266,9.4178,6.9455,Gm15122
ENSMUSG00000063457,1647.4881,1606.0287,1989.9184,1732.2998,1765.2597,1778.8059,1629.3997,1580.134,1515.6369,Rps15
ENSMUSG00000020135,1.8219,1.9706,1.2839,2.1397,2.0492,2.2263,1.9623,1.6359,2.0825,Apc2
ENSMUSG00000020133,62.319,62.5021,74.7951,63.0504,60.9267,61.506,64.3076,65.6007,59.0724,2310011J03Rik
ENSMUSG00000020131,3.3748,4.1561,3.5563,4.3765,4.0578,4.8438,4.9892,3.7534,3.4481,Pcsk4
ENSMUSG00000035504,50.9661,49.4607,42.6464,41.9728,39.7362,36.5535,39.3381,32.4498,38.9166,Reep6
ENSMUSG00000043822,32.8619,29.566,28.7349,40.7237,37.0928,41.4577,46.2139,33.553,38.2244,Adamtsl5
ENSMUSG00000035486,3.1795,2.4526,2.9603,3.122,3.7627,3.0659,4.8607,3.1374,3.6802,Plk5
ENSMUSG00000087432,0,0,0,0,0,0,0,0,0,Gm15123
ENSMUSG00000085712,0.154,0,0,0,0,0,0,0,0,Gm15124
ENSMUSG00000048696,31.7795,29.7525,30.2485,29.1916,28.4932,32.2866,30.5141,34.7755,35.2644,Mex3d
ENSMUSG00000084658,0,0,0,0,0,0,0,0,0,Gm22721
ENSMUSG00000035478,146.2148,139.0832,159.592,130.6432,140.1288,131.5787,135.2781,149.9598,132.5375,Mbd3
ENSMUSG00000020163,232.4617,209.6567,276.3717,221.3155,224.9331,216.9967,220.9237,227.7447,233.313,Uqcr11
ENSMUSG00000020167,42.7442,44.4475,38.3877,50.8487,50.5561,50.8996,48.8968,43.1644,43.1561,Tcf3
ENSMUSG00000089228,0,0,0,0,0,0,0,0,0,Gm25044
ENSMUSG00000045518,0.0307,0,0,0.0282,0.031,0.0337,0,0,0,Onecut3
ENSMUSG00000104429,0,0,0,0,0,0,0,0,0,2610034O05Rik
ENSMUSG00000003341,0.0666,0.0382,0,0.0306,0,0,0.0188,0.034,0.026,Atp8b3
ENSMUSG00000047417,23.2058,22.784,16.9609,25.2928,24.0448,21.2178,22.9787,18.7256,18.1951,Rexo1
ENSMUSG00000035397,25.7487,24.1213,24.6872,21.9877,21.9448,26.37,25.2082,29.6816,29.4858,Klf16
ENSMUSG00000097013,0,0.1879,0.085,0.1504,0.3306,0.5387,0.3237,0.4184,0.0639,Gm26710
ENSMUSG00000003346,92.0502,99.9347,113.9234,118.6375,108.8144,110.3095,107.3503,103.7736,106.674,Abhd17a
ENSMUSG00000100201,8.6145,8.6469,6.3368,9.8913,10.5069,7.4787,9.9331,4.0352,5.0435,Gm29093
ENSMUSG00000035370,2.2728,2.0932,1.6954,2.0583,2.4557,2.1063,2.7661,2.192,2.299,Adat3
ENSMUSG00000078441,0.6304,0.452,0.6547,0.5067,0.1591,0.6913,0.6676,0.6443,0.6151,NA
ENSMUSG00000099283,0,2.4058,2.1779,1.9264,2.1169,0,1.1844,2.1434,0,Mir6912
ENSMUSG00000003345,173.8752,166.6647,172.0674,196.5033,180.5815,191.8923,182.3647,186.7226,173.9773,Csnk1g2
ENSMUSG00000003344,42.5762,41.3272,39.7084,43.3208,46.6946,39.2822,39.9989,37.5298,38.7328,Btbd2
ENSMUSG00000020190,155.3683,164.6439,154.1016,168.8062,165.7731,181.2579,182.3319,159.1716,163.7444,Mknk2
ENSMUSG00000097889,1.515,0.8902,0.9977,1.0522,0.8578,1.5398,1.3356,0.9819,1.1826,Gm26541
ENSMUSG00000003348,18.434,17.5797,16.7218,19.483,18.2707,20.0932,17.3724,18.726,18.5944,Mob3a
ENSMUSG00000055862,42.8836,36.9852,39.008,41.2604,40.4423,40.1616,43.5769,32.9502,31.0325,Izumo4
ENSMUSG00000020198,95.8428,97.1286,80.9985,91.2311,94.0163,79.9161,88.4677,84.0261,89.839,Ap3d1
ENSMUSG00000061589,17.2524,18.9399,12.5748,22.8185,18.691,18.161,20.8111,18.511,16.4825,Dot1l
ENSMUSG00000075558,0,0,0,0,0,0,0.2259,0,0,Gm17151
ENSMUSG00000035278,68.3306,71.5636,78.9528,70.0497,71.4433,62.401,74.0865,60.0618,65.538,Plekhj1
