gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID	kMEblue	kMEbrown	kMEgreen	kMEgrey	kMEred	kMEturquoise	kMEyellow	degree	betweenness	closeness
ENSMUSG00000061119	turquoise	726	567	609	878	779	845	1591	1319	1388	1291	1310	1429	1530	1724	1780	Prcp	72461	-0.96509907	-0.089895932	-0.364013811	0.013509738	-0.048938285	0.971626689	-0.598395348			
ENSMUSG00000048078	turquoise	72	66	52	94	65	85	167	132	153	152	140	236	168	184	209	Tenm4	23966	-0.91810429	-0.10304871	-0.344204252	0.038451197	-0.042266695	0.928824858	-0.628088054			
ENSMUSG00000030737	turquoise	548	532	558	747	621	676	1327	860	943	1005	1163	1118	1021	1609	1459	Slco2b1	101488	-0.901557737	-0.098006347	-0.453186793	0.149978405	-0.042080552	0.890151853	-0.472758434			
ENSMUSG00000051048	turquoise	33	39	45	37	61	34	52	128	90	93	80	195	123	135	149	P4ha3	320452	-0.914326925	-0.285733484	-0.129077181	-0.097195701	-0.311038507	0.91054717	-0.30355517			
ENSMUSG00000048779	turquoise	296	229	213	321	272	240	515	475	459	464	427	490	511	503	642	P2ry6	233571	-0.927738042	-0.296619084	-0.260023578	-0.031404261	-0.098102007	0.963530306	-0.608241576			
ENSMUSG00000032860	turquoise	314	290	274	434	461	369	667	706	685	511	590	864	867	960	943	P2ry2	18442	-0.950739823	-0.184607361	-0.236401329	-0.04254019	-0.200913075	0.93388489	-0.415753772			
ENSMUSG00000037060	turquoise	575	429	508	576	463	407	844	645	739	599	671	621	1082	977	1074	Cavin3	109042	-0.673291359	-0.403182783	0.212991272	-0.481146437	-0.580986354	0.741932475	-0.461670834			
ENSMUSG00000031016	turquoise	526	416	397	653	776	748	1389	715	928	835	910	772	779	1052	1294	Wee1	22390	-0.713648956	0.190821152	-0.666897611	0.458863374	0.355024956	0.629216957	-0.337391033			
ENSMUSG00000030772	turquoise	2255	1799	1530	2021	1380	1765	3368	2663	3482	2235	2067	2625	3507	2667	3797	Dkk3	50781	-0.546612078	-0.091948423	0.306208361	-0.593839398	-0.435914424	0.666319558	-0.799446669			
ENSMUSG00000030671	turquoise	502	420	312	533	482	466	836	666	956	508	494	507	802	781	1034	Pde3b	18576	-0.536069717	-0.010372858	0.165830074	-0.37286306	-0.302374839	0.567276831	-0.521280288			
ENSMUSG00000030657	turquoise	167	114	138	245	183	182	441	311	267	293	324	394	344	441	434	Xylt1	233781	-0.920239682	-0.17018003	-0.509570485	0.177420307	0.077404188	0.915211169	-0.54406307			
ENSMUSG00000030650	turquoise	88	81	86	106	123	70	232	231	261	215	163	223	376	196	310	Tmc5	74424	-0.792082716	-0.395599078	-0.001874424	-0.261748199	-0.242996706	0.843011916	-0.488016191			
ENSMUSG00000030954	turquoise	13	15	14	10	20	24	60	132	211	185	114	135	314	139	224	Gp2	67133	-0.819217206	-0.197596901	0.003102263	-0.309560936	-0.265567579	0.870125895	-0.611065152			
ENSMUSG00000052889	turquoise	210	145	135	447	292	330	616	337	352	480	351	400	370	415	449	Prkcb	18751	-0.602563434	0.14877674	-0.836885521	0.609079396	0.664473964	0.550346051	-0.36485751			
ENSMUSG00000030683	turquoise	73	64	69	63	91	81	116	236	145	245	257	390	220	435	395	Sez6l2	233878	-0.96785041	-0.203206915	-0.240505252	-0.031933381	-0.240979705	0.966633756	-0.47173678			
ENSMUSG00000030789	turquoise	2129	1715	1774	1996	2688	2360	4096	3918	3026	3988	4113	4752	4092	6232	4830	Itgax	16411	-0.95457345	-0.130930233	-0.351900681	0.095698907	-0.106649442	0.93195679	-0.410279704			
ENSMUSG00000030862	turquoise	97	79	80	83	86	95	171	229	250	245	196	406	252	307	298	Cpxm2	55987	-0.941977389	-0.190958722	-0.179631695	-0.114233632	-0.239739615	0.956347639	-0.54639803			
ENSMUSG00000054555	turquoise	111	105	91	149	150	94	320	263	340	287	322	304	407	407	515	Adam12	11489	-0.903593701	-0.358342733	-0.170358411	-0.117874618	-0.209153222	0.928625793	-0.568507399			
ENSMUSG00000010476	turquoise	11	13	6	16	9	21	32	61	25	50	55	114	49	117	82	Ebf3	13593	-0.929299592	-0.105772228	-0.300659024	0.002844233	-0.135323013	0.941722233	-0.57972546			
ENSMUSG00000025473	turquoise	390	304	295	365	366	346	966	720	646	623	618	908	940	777	1012	Adam8	11501	-0.898312828	-0.246020944	-0.179237469	-0.129677075	-0.162819324	0.939558746	-0.659047497			
ENSMUSG00000025498	turquoise	356	225	245	330	285	280	626	478	397	493	364	567	444	459	652	Irf7	54123	-0.79762564	-0.17440476	-0.377385219	0.120496224	0.073809891	0.821361447	-0.563461976			
ENSMUSG00000025511	turquoise	654	615	793	1443	1703	1629	2860	1477	1793	1905	1584	1850	1485	1992	2679	Tspan4	64540	-0.694412212	0.215056311	-0.784760929	0.557332469	0.470769698	0.597378197	-0.17086802			
ENSMUSG00000066108	turquoise	948	930	1072	789	1063	907	2391	1268	1845	1480	1177	1516	1936	1214	2472	Muc5b	74180	-0.553402744	-0.194460034	0.101491305	-0.287742745	-0.293961019	0.599228095	-0.389729976			
ENSMUSG00000007891	turquoise	10549	8287	12203	11539	13493	10897	17231	28837	17951	27558	25049	42807	26069	48078	30775	Ctsd	13033	-0.956974171	-0.23349244	-0.275624234	-0.000710479	-0.221040057	0.94811248	-0.357814215			
ENSMUSG00000045362	turquoise	60	49	57	119	115	98	145	169	123	153	148	268	176	259	154	Tnfrsf26	244237	-0.906778203	-0.095064462	-0.512685762	0.257473011	0.074688295	0.85604108	-0.284023051			
ENSMUSG00000037613	turquoise	75	70	108	106	143	66	134	180	153	162	147	230	174	317	215	Tnfrsf23	79201	-0.887436978	-0.383226957	-0.243498661	0.037693081	-0.288330077	0.850105263	-0.101934755			
ENSMUSG00000048965	turquoise	87	67	81	130	109	80	177	147	144	174	171	202	148	176	215	Mrgpre	244238	-0.907941333	-0.302505191	-0.564660513	0.316181892	0.126235307	0.882411529	-0.356557691			
ENSMUSG00000058454	turquoise	382	333	384	382	423	386	622	576	477	536	503	742	763	770	772	Dhcr7	13360	-0.88026988	-0.158038916	-0.162069927	-0.075320842	-0.291752678	0.87564185	-0.306182682			
ENSMUSG00000070348	turquoise	4656	4235	3826	4029	5928	3545	7154	6904	10033	7456	6801	7894	12350	8362	11531	Ccnd1	12443	-0.806137459	-0.375660607	0.131276303	-0.308263625	-0.434793091	0.819194575	-0.359241226			
ENSMUSG00000048677	turquoise	487	448	417	402	506	383	1061	742	807	475	568	687	791	882	1335	Tpcn2	233979	-0.679654346	-0.303323023	0.173274584	-0.37572864	-0.52129375	0.718432381	-0.44909533			
ENSMUSG00000040675	turquoise	148	126	145	248	335	330	572	298	388	458	383	413	308	391	546	Mthfd1l	270685	-0.760713194	0.182448085	-0.744165682	0.519166031	0.435843393	0.675093686	-0.288899399			
ENSMUSG00000079685	turquoise	56	39	30	49	66	51	93	93	109	92	95	132	124	158	154	Ulbp1	77777	-0.957776526	-0.187898169	-0.197586462	-0.058558671	-0.223762708	0.93878239	-0.512337214			
ENSMUSG00000019796	turquoise	100	95	114	112	96	83	211	236	244	219	226	304	303	298	311	Lrp11	237253	-0.921094983	-0.350509991	-0.100164164	-0.212905815	-0.330123923	0.964578272	-0.534512467			
ENSMUSG00000019806	turquoise	591	489	554	667	625	548	1070	868	924	804	729	925	1041	1149	1165	Aig1	66253	-0.941921129	-0.259659957	-0.191409294	-0.112710034	-0.283779319	0.950587466	-0.408363752			
ENSMUSG00000019970	turquoise	2853	2462	3036	3675	3041	3036	6845	4416	4658	3853	5302	5518	5861	8093	5788	Sgk1	20393	-0.847010485	-0.195787437	-0.317378577	0.000308817	-0.182291416	0.846301151	-0.415034105			
ENSMUSG00000037370	turquoise	143	166	129	197	192	192	333	293	297	309	268	301	349	388	454	Enpp1	18605	-0.942365946	-0.085732793	-0.298192881	0.010225138	-0.085027076	0.952818261	-0.52661555			
ENSMUSG00000039031	turquoise	769	695	761	1050	947	942	1663	1193	1336	1236	1028	1224	1492	1388	2011	Arhgap18	73910	-0.896563099	0.023213274	-0.407582752	0.079450625	0.031877804	0.888709476	-0.45142583			
ENSMUSG00000019899	turquoise	1417	1368	939	1676	1272	1278	2979	1616	2357	1778	1675	1854	1993	2011	2921	Lama2	16773	-0.640096471	-0.124176523	-0.261113441	0.057566002	0.071788525	0.678518947	-0.705302563			
ENSMUSG00000039697	turquoise	619	519	494	844	607	573	1130	785	895	845	814	938	1015	1142	1286	Ncoa7	211329	-0.891186262	-0.22188877	-0.410040286	0.120286888	-0.019811872	0.894076837	-0.51616062			
ENSMUSG00000019846	turquoise	2155	1824	1445	2095	1654	1826	3670	2663	2946	2359	2423	2725	3382	3420	4236	Lama4	16775	-0.804802983	-0.1432669	0.008192582	-0.303159026	-0.317803352	0.876104586	-0.783033196			
ENSMUSG00000038481	turquoise	1591	1564	1392	2439	2321	1500	3574	1480	2619	2502	2294	2925	2545	2726	3955	Cdk19	78334	-0.606479022	-0.271929665	-0.573868606	0.526849273	0.223798254	0.509476522	-0.058072026			
ENSMUSG00000062593	turquoise	863	657	772	858	883	838	2252	2375	1377	2039	2004	2968	2016	2973	2526	Lilrb4a	14728	-0.947104535	-0.239735321	-0.321387006	0.011333095	-0.110626807	0.968642709	-0.550706889			
ENSMUSG00000019874	turquoise	1	0	0	0	0	1	2	11	3	10	7	38	2	16	7	Fabp7	12140	-0.896444173	-0.119750926	-0.326170965	0.046721119	-0.084011241	0.898270588	-0.556444252			
ENSMUSG00000020108	turquoise	799	1000	1012	1003	1029	1021	2046	1789	1788	826	1207	1641	2529	3042	1480	Ddit4	74747	-0.568068148	-0.11586589	0.139276667	-0.364875642	-0.479364859	0.589970473	-0.211323096			
ENSMUSG00000058297	turquoise	12026	14292	14138	17147	14297	10869	31974	22780	27770	19711	22270	23463	31339	24143	31243	Spock2	94214	-0.769987176	-0.493078371	-0.060901492	-0.21078558	-0.278182904	0.836646796	-0.443913791			
ENSMUSG00000004207	turquoise	26554	21991	26639	28814	28116	25969	49763	52927	41467	51877	51431	68651	57576	83846	64629	Psap	19156	-0.957210053	-0.238767886	-0.267226721	-0.031383546	-0.217124949	0.965798247	-0.452893321			
ENSMUSG00000020100	turquoise	486	413	374	600	587	493	979	785	722	732	711	900	855	858	923	Slc29a3	71279	-0.925042871	-0.179263263	-0.489824063	0.249246863	0.121273853	0.903627891	-0.412318228			
ENSMUSG00000020099	turquoise	1203	1162	893	1266	1180	796	1782	1718	2110	1619	1765	2054	2684	2160	2848	Unc5b	107449	-0.821326777	-0.472824174	0.087246855	-0.285338782	-0.424934922	0.864214278	-0.47969693			
ENSMUSG00000020097	turquoise	2020	1617	1513	2048	1976	1890	3726	2613	2952	2636	2569	2946	3281	3386	3641	Sgpl1	20397	-0.954220892	-0.145620458	-0.292766854	0.000199466	-0.105281009	0.959209019	-0.589871635			
ENSMUSG00000037868	turquoise	158	120	128	172	235	148	329	231	200	292	347	299	247	334	371	Egr2	13654	-0.861602502	-0.250497704	-0.560079165	0.389388428	0.133644759	0.807006511	-0.268660778			
ENSMUSG00000037855	turquoise	395	284	287	411	342	417	780	571	771	606	563	721	771	715	886	Zfp365	216049	-0.908006357	-0.037358936	-0.240057865	-0.113074492	-0.106744386	0.928228038	-0.708441689			
ENSMUSG00000019947	turquoise	1312	1066	600	1509	1359	1171	2083	1200	1417	1265	1397	1542	1490	1634	1842	Arid5b	71371	-0.40434028	0.064515774	-0.503950477	0.528829854	0.415832667	0.328043674	-0.246104301			
ENSMUSG00000060044	turquoise	39	39	42	84	41	40	95	84	91	109	125	150	129	208	169	Tmem26	327766	-0.894103509	-0.281887639	-0.319413126	0.018031205	-0.156812628	0.903770579	-0.493204107			
ENSMUSG00000006344	turquoise	154	166	238	228	273	155	314	246	251	301	263	289	312	390	378	Ggt5	23887	-0.731262686	-0.400766333	-0.33096432	0.200060561	-0.169021126	0.679460998	0.149102342			
ENSMUSG00000006342	turquoise	307	220	225	270	337	287	522	388	420	418	379	511	455	457	669	Susd2	71733	-0.923830386	-0.098905082	-0.333774264	0.113843214	-0.062517993	0.887164959	-0.443522473			
ENSMUSG00000009092	turquoise	51	56	45	36	44	43	129	151	122	106	92	107	147	77	283	Derl3	70377	-0.649088733	-0.219598039	0.110265209	-0.352882452	-0.283731955	0.738633441	-0.62272795			
ENSMUSG00000001435	turquoise	2106	1891	1977	2924	3018	1838	3682	3028	3984	3089	3141	3805	4206	3990	4696	Col18a1	12822	-0.884090604	-0.429865064	-0.274127799	0.095519197	-0.166333917	0.836357848	-0.14705877			
ENSMUSG00000020262	turquoise	1922	1873	1390	2046	1500	1565	3801	2496	2898	2107	2197	2191	3315	2915	3423	Adarb1	110532	-0.598398815	-0.283752934	0.163841574	-0.428973554	-0.329615097	0.724003374	-0.775682413			
ENSMUSG00000000290	turquoise	2677	2253	2567	2913	3207	2871	5854	5463	4157	5969	5692	6414	5829	8934	6986	Itgb2	16414	-0.960515721	-0.205596433	-0.347898723	0.055621358	-0.118406286	0.96102646	-0.461065207			
ENSMUSG00000005054	turquoise	698	683	969	864	1102	743	1459	1388	1150	1217	1201	1487	1569	1902	1577	Cstb	13014	-0.86644657	-0.310936493	-0.249834094	0.025662144	-0.254685999	0.842156041	-0.091119832			
ENSMUSG00000004933	turquoise	45	32	31	57	50	49	130	90	72	94	104	104	81	129	105	Matk	17179	-0.898754574	-0.165576076	-0.538429813	0.242805225	0.138211499	0.893990231	-0.54667762			
ENSMUSG00000034854	turquoise	763	636	718	848	884	739	1454	1324	1151	1352	1204	1740	1442	1970	1472	Mfsd12	73822	-0.940481369	-0.24077421	-0.338916017	0.075803517	-0.134397647	0.92850265	-0.361329844			
ENSMUSG00000034591	turquoise	285	260	238	343	268	182	542	477	500	433	452	484	610	529	584	Slc41a2	338365	-0.830111101	-0.554930631	-0.078300071	-0.177586184	-0.262274469	0.894412508	-0.516966979			
ENSMUSG00000020044	turquoise	19386	18232	14655	19300	16867	17562	38592	28213	34520	24199	25999	26267	37506	34043	41161	Timp3	21859	-0.807463134	-0.19770696	0.065961901	-0.373823963	-0.354459756	0.88431759	-0.740373838			
ENSMUSG00000020053	turquoise	311	247	295	373	273	285	481	1024	807	840	849	1244	976	1493	1237	Igf1	16000	-0.948669437	-0.254778348	-0.156001592	-0.16576052	-0.291520396	0.978019086	-0.543951565			
ENSMUSG00000035311	turquoise	1606	1460	1518	1926	2377	1542	2928	2140	2326	1971	1995	2438	2514	2775	2811	Gnptab	432486	-0.764387671	-0.282930939	-0.395576529	0.327294589	-0.051583977	0.662609212	0.165483909			
ENSMUSG00000074802	turquoise	93	79	52	119	101	92	205	211	173	204	178	224	192	268	239	Gas2l3	237436	-0.937207792	-0.207546759	-0.368620968	0.085432441	0.002312731	0.950553573	-0.581967631			
ENSMUSG00000020017	turquoise	88	88	87	93	115	144	227	298	266	241	233	291	266	268	283	Hal	15109	-0.928843615	-0.043412122	-0.256941375	-0.065837156	-0.100569338	0.946890653	-0.553662884			
ENSMUSG00000035916	turquoise	9	1	7	9	9	6	29	52	22	28	10	8	21	28	30	Ptprq	237523	-0.584128509	-0.220735327	-0.128386489	-0.165123844	-0.036808669	0.646326921	-0.440763597			
ENSMUSG00000020181	turquoise	34	31	30	44	33	57	67	64	64	94	67	85	59	119	126	Nav3	260315	-0.875532278	0.095766636	-0.403005207	0.097164388	-0.01959197	0.86965577	-0.539272358			
ENSMUSG00000056888	turquoise	221	231	236	244	245	219	538	475	469	461	399	442	599	479	627	Glipr1	73690	-0.881839097	-0.302472381	-0.088745507	-0.222318841	-0.245883346	0.946427459	-0.573212471			
ENSMUSG00000069516	turquoise	70197	61026	82170	81445	96662	72798	135420	122649	123616	134174	135015	167742	156814	218988	169300	Lyz2	17105	-0.951343197	-0.26128178	-0.286710819	0.02269055	-0.238543375	0.924984146	-0.277283538			
ENSMUSG00000069515	turquoise	4762	3792	5227	5308	5368	5859	12147	17954	22995	21149	21145	21865	24819	24148	23394	Lyz1	17110	-0.926183126	-0.203250158	-0.169569776	-0.171147995	-0.216163223	0.95503508	-0.588043608			
ENSMUSG00000034707	turquoise	6818	5893	5895	7656	7408	6624	12828	9520	9420	9365	9276	11182	11393	13377	12062	Gns	75612	-0.929405697	-0.196452722	-0.363774463	0.106557854	-0.098807028	0.915869842	-0.384676053			
ENSMUSG00000020102	turquoise	694	642	628	931	935	811	1883	888	1354	1147	1103	1152	1205	1445	1793	Slc16a7	20503	-0.828778094	-0.076625096	-0.554262139	0.305184733	0.148050997	0.775725017	-0.401503566			
ENSMUSG00000025355	turquoise	933	766	706	562	880	763	1541	2369	1430	2933	2537	3434	2453	4285	2733	Mmp19	58223	-0.942081675	-0.250943951	-0.181158439	-0.081836925	-0.247653375	0.961622262	-0.517985555			
ENSMUSG00000025352	turquoise	71	51	60	113	85	91	191	145	151	161	151	178	161	167	179	Gdf11	14561	-0.91329334	-0.099346541	-0.561503663	0.226267283	0.197191437	0.906222622	-0.547114232			
ENSMUSG00000025351	turquoise	3765	3359	4934	4336	4640	3685	6653	6343	5655	5514	5477	7316	7490	8654	7799	Cd63	12512	-0.846661943	-0.28724653	-0.159596166	-0.088613694	-0.358441311	0.838231464	-0.143969129			
ENSMUSG00000025348	turquoise	674	710	884	863	888	549	1224	1102	1200	857	1028	1278	1411	1251	1421	Itga7	16404	-0.725355254	-0.545962113	0.001477319	-0.164114825	-0.459363144	0.729638606	-0.017228444			
ENSMUSG00000031497	turquoise	474	356	409	628	396	445	1134	716	1085	625	763	640	1049	834	1105	Tnfsf13b	24099	-0.670753254	-0.196115717	-0.09464682	-0.279437166	-0.153039115	0.73985238	-0.703082084			
ENSMUSG00000031502	turquoise	16834	15555	14367	16520	16039	11541	27020	24437	27491	23823	26418	32604	35281	35350	42697	Col4a1	12826	-0.883872901	-0.45043899	0.010990783	-0.244249907	-0.440285515	0.919661104	-0.482807962			
ENSMUSG00000031503	turquoise	14022	12991	11583	14521	13423	10389	24903	19443	23370	19564	22214	26618	28140	28253	32996	Col4a2	12827	-0.902826709	-0.423332046	-0.064623321	-0.182274524	-0.365375997	0.934427791	-0.525818935			
ENSMUSG00000031443	turquoise	523	461	642	584	790	519	871	810	624	946	1009	804	927	1462	1224	F7	14068	-0.771703491	-0.254760105	-0.311788207	0.146394679	-0.171209337	0.733247802	-0.066295762			
ENSMUSG00000038457	turquoise	15	11	13	25	16	24	29	20	16	40	26	61	44	85	67	Tmem255b	272465	-0.789245716	-0.006074108	-0.336996402	0.087247469	-0.101270368	0.761374317	-0.396606149			
ENSMUSG00000031451	turquoise	8135	7493	8428	10485	9135	8582	17389	13403	16514	12167	12483	12842	17477	15383	19519	Gas6	14456	-0.900649806	-0.2168625	-0.162961715	-0.192265172	-0.235471246	0.935299221	-0.516298143			
ENSMUSG00000031548	turquoise	620	427	451	706	435	587	1007	921	951	926	772	1200	976	938	1341	Sfrp1	20377	-0.842184439	-0.060339737	-0.294057451	-0.04093046	-0.036046016	0.879883077	-0.680237398			
ENSMUSG00000056313	turquoise	917	910	871	895	868	595	1465	916	1227	889	1123	1065	1768	1655	2024	Tcim	69068	-0.514733166	-0.533653597	0.369375993	-0.479288043	-0.725539254	0.564356161	-0.247921447			
ENSMUSG00000025044	turquoise	164	157	164	193	212	164	324	557	341	466	379	856	471	704	448	Msr1	20288	-0.938380959	-0.262612758	-0.265969217	0.00301968	-0.174343879	0.942434115	-0.403234278			
ENSMUSG00000031596	turquoise	1617	1399	1240	1860	2035	1547	3034	1570	2074	2093	2056	2063	2092	2936	2722	Slc7a2	11988	-0.654282796	-0.112876805	-0.557545376	0.496167023	0.163766517	0.552663056	-0.060095009			
ENSMUSG00000031594	turquoise	1	2	9	6	24	0	15	45	19	32	35	28	45	41	76	Fgl1	234199	-0.81058358	-0.539129586	-0.149414118	-0.05538992	-0.22764823	0.820599667	-0.232172084			
ENSMUSG00000070047	turquoise	3036	2453	1907	3220	3422	2503	5098	3267	4416	3816	3290	4667	4089	3944	5826	Fat1	14107	-0.782614184	-0.216225656	-0.38111502	0.284899708	0.095544236	0.72400122	-0.340969343			
ENSMUSG00000031626	turquoise	357	303	298	384	344	372	725	695	1038	658	689	931	1132	1032	1169	Sorbs2	234214	-0.899889992	-0.17943791	-0.044310018	-0.283520055	-0.335843259	0.928972285	-0.618182201			
ENSMUSG00000050914	turquoise	62	77	130	112	156	108	219	164	178	153	174	217	188	204	349	Ankrd37	654824	-0.82279926	-0.149272678	-0.375808147	0.140108651	-0.1125625	0.771332751	-0.115214054			
ENSMUSG00000038173	turquoise	39	22	34	28	33	30	74	92	80	93	114	160	116	173	181	Enpp6	320981	-0.949090336	-0.25955069	-0.178777775	-0.126327404	-0.294641188	0.962331042	-0.556125916			
ENSMUSG00000031517	turquoise	1677	1601	1823	2423	1913	1428	4584	2370	3370	2184	2068	1964	3647	2456	3842	Gpm6a	234267	-0.292306779	-0.497883869	0.071188187	-0.284511343	-0.14482418	0.379622676	-0.298465735			
ENSMUSG00000037921	turquoise	134	79	113	219	143	119	327	169	168	257	228	241	143	196	282	Ddx60	234311	-0.604304885	-0.191932182	-0.807236882	0.612606173	0.510288837	0.568114537	-0.290986751			
ENSMUSG00000031604	turquoise	724	772	862	740	870	736	1455	1049	1171	951	892	1211	1692	1423	1522	Msmo1	66234	-0.741342837	-0.245078446	0.167731983	-0.382296692	-0.570735989	0.766759851	-0.214328134			
ENSMUSG00000036437	turquoise	167	147	140	255	255	245	562	267	353	418	323	313	388	442	592	Npy1r	18166	-0.79927243	0.000681099	-0.544248664	0.269541181	0.23714225	0.772625189	-0.500407019			
ENSMUSG00000015568	turquoise	5569	4032	5568	6454	5215	6457	11677	8133	8128	8283	8121	10345	8673	12960	10879	Lpl	16956	-0.867994879	0.005748276	-0.446544233	0.098607603	-0.041851134	0.857154066	-0.46507677			
ENSMUSG00000036330	turquoise	37	34	25	44	41	41	68	83	71	72	80	102	77	112	98	Slc18a1	110877	-0.96146489	-0.157093731	-0.321633481	0.042984619	-0.109108765	0.960586978	-0.522830441			
ENSMUSG00000006273	turquoise	3069	2588	2653	3059	3208	2905	5257	4074	4260	3932	3792	4829	5038	5973	5298	Atp6v1b2	11966	-0.917113882	-0.170526547	-0.208099845	-0.041170588	-0.265616102	0.904285925	-0.366219651			
ENSMUSG00000007888	turquoise	401	540	700	655	897	329	1029	964	902	820	878	1009	1276	1193	1185	Crlf1	12931	-0.729357204	-0.622704982	-0.111762477	-0.017583454	-0.313959127	0.71951814	0.061524348			
ENSMUSG00000038508	turquoise	96	85	129	61	196	99	298	627	777	302	389	390	797	766	891	Gdf15	23886	-0.820072043	-0.272953293	0.106990599	-0.394720745	-0.460220798	0.851246238	-0.465584506			
ENSMUSG00000000792	turquoise	24	6	17	30	20	17	66	54	66	47	55	47	83	65	70	Slc5a5	114479	-0.794141161	-0.28919827	-0.19685297	-0.16313689	-0.10720512	0.830965276	-0.619146792			
ENSMUSG00000050147	turquoise	11	9	10	18	11	9	14	51	29	47	60	57	66	78	84	F2rl3	14065	-0.915522894	-0.295808125	-0.16528651	-0.132615717	-0.250430488	0.948254836	-0.538288118			
ENSMUSG00000005413	turquoise	755	787	945	793	965	665	1215	1379	1572	1275	1463	1836	1838	2315	1789	Hmox1	15368	-0.887148636	-0.356654423	-0.039023569	-0.191508168	-0.464889705	0.886197114	-0.254627241			
ENSMUSG00000064325	turquoise	694	722	641	932	797	979	2001	1776	1913	2197	1773	1762	1704	2306	2946	Hhip	15245	-0.915330956	-0.089644845	-0.335567067	0.002877362	-0.033944873	0.942726941	-0.637293015			
ENSMUSG00000031709	turquoise	536	426	376	500	474	452	926	809	888	750	682	819	1042	1142	1202	Tbc1d9	71310	-0.909526274	-0.229488703	-0.033768707	-0.270133436	-0.343603446	0.950125263	-0.637393135			
ENSMUSG00000034656	turquoise	86	86	76	125	106	111	253	216	202	166	233	270	202	240	277	Cacna1a	12286	-0.927187704	-0.147719999	-0.410729121	0.101686364	-0.002041033	0.931627477	-0.561930055			
ENSMUSG00000052837	turquoise	1773	1445	2122	2864	2279	1588	3920	2349	2887	3304	2593	2665	3204	2569	4317	Junb	16477	-0.592385169	-0.41531412	-0.526026833	0.328799553	0.230137911	0.58240657	-0.108281619			
ENSMUSG00000005142	turquoise	2441	2141	2225	2746	2741	2600	4913	4029	3454	3707	3924	5185	4531	5735	5055	Man2b1	17159	-0.944946518	-0.152290234	-0.363267863	0.087184428	-0.111195186	0.93377946	-0.421417455			
ENSMUSG00000045333	turquoise	92	89	84	98	70	92	141	138	165	146	169	185	235	242	280	Zfp423	94187	-0.855488409	-0.155394637	-0.003900582	-0.303937759	-0.415059157	0.899892362	-0.60738682			
ENSMUSG00000031665	turquoise	16	14	11	8	11	5	34	64	69	34	47	59	81	71	122	Sall1	58198	-0.805409176	-0.378654844	0.145572102	-0.422478179	-0.480509931	0.869498764	-0.606273291			
ENSMUSG00000031740	turquoise	2340	1961	1600	2473	1585	2231	4279	4773	4391	4036	3860	4994	4839	4981	6216	Mmp2	17390	-0.876370574	-0.135525017	-0.138036125	-0.204656326	-0.188866313	0.942497443	-0.758124368			
ENSMUSG00000033192	turquoise	267	167	246	226	248	239	490	398	364	373	358	373	443	537	466	Lpcat2	270084	-0.873857864	-0.184360347	-0.207513037	-0.116372523	-0.230187626	0.890447241	-0.46529132			
ENSMUSG00000031762	turquoise	171	109	211	189	192	198	353	387	329	254	294	349	381	505	476	Mt2	17750	-0.886730891	-0.128226508	-0.176380215	-0.181571095	-0.307253346	0.893952856	-0.414962089			
ENSMUSG00000031765	turquoise	669	577	835	873	899	865	1550	1344	1315	911	1115	1271	1401	1908	1818	Mt1	17748	-0.859013599	-0.069028234	-0.233875658	-0.094193828	-0.27531354	0.840524455	-0.298481103			
ENSMUSG00000031785	turquoise	2288	2311	2571	2889	3800	2113	3731	2598	3136	2612	2804	3372	3736	3699	3861	Adgrg1	14766	-0.40053327	-0.335326974	-0.203140765	0.31136347	-0.163375863	0.274202027	0.594652284			
ENSMUSG00000031883	turquoise	17	19	16	26	24	19	50	62	34	44	75	69	64	66	78	Car7	12354	-0.906180349	-0.279569284	-0.314718191	0.038646318	-0.083833188	0.928670269	-0.519577841			
ENSMUSG00000031886	turquoise	108	113	107	101	145	119	288	256	254	264	246	252	366	350	480	Ces2e	234673	-0.905338755	-0.234497465	-0.080739275	-0.208895905	-0.293950872	0.939410152	-0.562117739			
ENSMUSG00000031903	turquoise	1308	1123	1225	1270	1267	1067	2017	1496	1549	1519	1410	1568	2132	2263	2284	Pla2g15	192654	-0.739456646	-0.329152211	0.074701888	-0.267283105	-0.514821287	0.76505886	-0.25161495			
ENSMUSG00000031910	turquoise	87	93	67	120	104	77	249	144	190	187	223	213	233	199	224	Has3	15118	-0.846222542	-0.358073476	-0.349035697	0.108434605	0.019237079	0.864235127	-0.549022392			
ENSMUSG00000003849	turquoise	96	108	98	130	100	195	296	157	283	155	193	181	220	224	251	Nqo1	18104	-0.593561936	0.411111836	-0.262946933	-0.070794431	0.019274364	0.59839169	-0.592561375			
ENSMUSG00000031827	turquoise	1730	1394	1993	2292	2275	1844	3523	2160	2065	2319	2079	2617	2707	2931	2710	Cotl1	72042	-0.545020502	-0.102202586	-0.59720273	0.463103957	0.200668491	0.464209993	0.199576728			
ENSMUSG00000110631	turquoise	453	367	134	267	750	418	874	1028	566	535	746	612	1006	416	666	Gm42047	105246823	-0.469961487	-0.079562251	-0.125795082	0.091887812	0.147795123	0.464586893	-0.288005391			
ENSMUSG00000006519	turquoise	1824	1576	2090	2092	2023	1785	3452	2818	2549	2662	2741	3097	3481	3897	3676	Cyba	13057	-0.886478436	-0.2643667	-0.243999318	-0.043222115	-0.261764436	0.893507958	-0.297642523			
